Word/Phrase	Polarity Score(Normalized)	Polarity Score
نجيد	1	3
نزه	0.090909091	1
فتان	0	1
مبهر	0.285714286	2
رهيف	0	1
شفوق	0	1
شفيق	0.807692308	3
لوذعي	0	1
مرهف	1	3
احتفاء	0.375	2
استضافة	1	3
اكرام	0	1
وقار	1	3
تشبيب	0	1
تغزل	0	1
غزل	0.833333333	3
مغازلة	0.5	2
متبحر في العلم	0	1
دار الباقية	0	1
دار الخلود	0	1
رقة	0.473333333	2
زايد	0.292682927	2
سباق	0.666666667	2
سرمدي	0	1
سابق	0.593073593	2
شديد الذكاء	0	1
طلاقة	0.6	2
ظرافة	1	3
ظرف	0.411764706	2
فايض	0.666666667	2
كيس	0.479166667	2
لباقة	0.1875	1
لياقة	0.1875	1
مبرز	0	1
مستمر	0.454545455	2
مسرع	0.4	2
ندابة	0	1
اكتهاء	0	1
اكثار	0	1
امجاد	0	1
تضخيم	1	3
تكبير	0.444444444	2
تنزيه	0	1
مهابة	0	1
التواء	0	1
انعطاف	0	1
اوساط	1	3
خلال	0.313575526	2
العمل الحسن	0	1
ابدع	0.176470588	1
اجل	0.492753623	2
اجدر	0.75	3
اجود	0.06	1
اسنى	0	1
اغر	0.258823529	2
اليق	1	3
امثل	0.19047619	1
انسب	0.066666667	1
انفع	0.1875	1
اجدى	0	1
اخير	0.496153846	2
اليس	0.403225806	2
بهي	0.772727273	3
بهاء	0.5	2
باجل	1	3
بشاير الوجه	0	1
محسنات	0	1
تانق	0	1
تدبير حسن	0	1
تنظيم حسن	0	1
حسنة	0.428571429	2
حسناء	1	3
حسن الخلق	0	1
حسن القامة	0	1
حسن المنظر	0	1
حسن معجب	0	1
حسنى	0	1
خفة في العمل	0	1
رونق	0.142857143	1
رواء	0	1
زكاة	0	1
زخرف	1	3
سوي	0.417266187	2
شارة	0.214285714	1
صبوحة	0	1
صبيح	0	1
صدقة	0.571428571	2
صنيع	0.227272727	1
صنيعة	0	1
عمل صالح	0	1
عمل حسن	0	1
غرير	0	1
غادة	0.318181818	2
غانية	1	3
فرحان	0.8	3
فاتنة	0.5	2
لبق	0.451612903	2
ماثرة	0	1
محمدة	0	1
مكرمة	1	3
مليح	0	1
ملاحة	0.333333333	2
مليحة	0	1
منان	0	1
متصدق	0	1
مستحب	0.625	2
مفضال	0	1
منحة	0	1
منعام	0	1
بشاير	0	1
معاملة حسنة	0	1
نضارة	0.2	1
نضير	0	1
هبة	0.469387755	2
هندام	0	1
وسامة	1	3
وضاءة	0	1
وضح المحيا	0	1
خصلة	0	1
شميلة	0	1
شيمة	0	1
مزية	0.352941176	2
مفخرة	1	3
منقبة	1	3
نافلة	0	1
اثرة	0.2	1
اصرة	0.333333333	2
جاه	0.459016393	2
رتبة	0.269230769	2
رزق	0.5	2
رفعة	1	3
زلفى	0	1
قربة	0.166666667	1
قربى	0	1
مرتبة	0.257425743	2
منزلة	0	1
موضع	0.5	2
نصيب	0.533333333	2
وجاهة	0	1
وسيلة	0.4	2
وصلة	0.6	2
ابتهال	0	1
تبتل	0	1
تزهد	0	1
تضرع	0	1
تعبد	0	1
تنسك	0	1
دعاء بخشوع	0	1
رجاء	0.557894737	2
سكون	0.428571429	2
ضرع	0	1
سرمد	0	1
لازب	0	1
لازم	0.447731755	2
مقيم	0.058823529	1
موثل	0	1
الى اخر الحياة	0	1
الى اخر الدهر	0	1
ازلي	0.25	2
باقي	0.470790378	2
دوما	0.225806452	1
دايما	0.295379538	2
صورة دايمة	0	1
طوال الحياة	0	1
طوال الزمن	0	1
على الدوام	0	1
مدى الحياة	0	1
مدى الدهر	0	1
مضطرد	0	1
موصل	0.333333333	2
واصب	0.441176471	2
اباء	0.111111111	1
ارتفاع المنزلة	0	1
استعلاء	0	1
اعلاء	0	1
التقاط	0.5	2
انكاف	0	1
اسمى	0	1
اشم	0.844444444	3
اشرف	0.785714286	3
افخم	0.070175439	1
امجد	0	1
انوف	1	3
انف	0.472440945	2
انبل	0	1
اكوم	1	3
مترفع	0	1
انفة	0	1
بزو	0.611111111	2
ترفع	0.681818182	2
تعلية	0	1
تنزه	0.043478261	1
تابه	0.391304348	2
تبرية	0.333333333	2
تعلي	0.484848485	2
حسب	0.366525424	2
حمية	1	3
رقي	0.121019108	1
رقى	0.184615385	1
رفع عن الارض	0	1
سناء	0.25	2
سموق	0	1
سودد	0	1
شان	0.63876652	2
شمم	0	1
شموخ	1	3
ضوء	0.21875	1
طول	0.348314607	2
عزة	0.333333333	2
عزة نفس	0	1
علو	0.574074074	2
عز	0.326530612	2
عصمة	0	1
علو القدر	0	1
غيرة	0.374603175	2
فخامة	0.155844156	1
قدر	0.409461664	2
كبر	0.414078675	2
مبجل	0	1
معظم	0.353211009	2
مفخم	0	1
متنزه	1	3
نخوة	0	1
نيافة	0	1
اتفاقية	0	1
اطمينان	1	3
بار	0.390776699	2
تهادن	0	1
سلم	0.406451613	2
صادق العهد	0	1
مريء	0	1
مرضي	0.37037037	2
مستطاب	0	1
مسالمة	0.5	2
مصالحة	0.666666667	2
مهادنة	0	1
موادعة	0	1
مطيع لوالديه	0	1
نصيح	0.506912442	2
نقي العرض	0	1
هنيء	0	1
هدنة	0	1
وفي	0.217979316	1
وفاق	0.333333333	2
ارج	0.515988372	2
اريج	0	1
املود	0	1
املد	0	1
بارد	0.589285714	2
بسر	0.273764259	2
تقطيب	1	3
حلو الطعم	0	1
حلو المعاشرة	0	1
خضل	0	1
خطيب	0.45	2
خفيف الظل	0	1
ذلق	0	1
رافه	0.333333333	2
رايحة	0.446808511	2
رخص	0.329032258	2
رخي	0.285714286	2
رطيب	1	3
رطب	1	3
رغيد	0	1
ريا	0.256938227	2
زلال	1	3
سلسبيل	0	1
سايغ	0	1
شذى	0	1
شذا	0	1
شميم	0	1
طيب الاعراق	0	1
طيب النفس	0	1
ظريف	0.322580645	2
عبير	0.492537313	2
عرف	0.533769063	2
عطر	0.099009901	1
فضفاض	1	3
فوح	0.25	2
فوغة	0	1
قراح	0	1
كازر	0	1
لسن	0.31884058	2
لين	0.411332634	2
مبلل	0	1
مبتل	0	1
مستساغ	0	1
مستطرف	0	1
مضمخ	0	1
مطيب	0	1
مفوه	0	1
ممسك	1	3
مصقع	0	1
مقول	0.142857143	1
ملسان	0	1
ندي	0.347826087	2
واعظ	0.5	2
يسير	0.487804878	2
ابراج	0.038461538	1
اكبار	0	1
امير	0.586466165	2
اكتم	0.333333333	2
تجلة	0	1
تهويل	1	3
تبدخ	0	1
جلل	0	1
جلال	0.410714286	2
جل	0.5	2
حاكم	0.451612903	2
ضخم	0.2125	1
عاهل	0	1
عظيم الشان	0	1
علم	0.524822695	2
عظيم القدر	0	1
كثيف	1	3
كث	0	1
كثير	0.273717658	2
ملك	0.233009709	1
ملان	0.4	2
مرفع	0	1
ماجد	0.25	2
نجم	0.578431373	2
هايل	0.22	1
وجيه	0.476190476	2
ادعاء	0.444444444	2
افتخار	0	1
تبجح	0	1
تفاخر	0.666666667	2
تماجد	0	1
فخار	0.388888889	2
فضايل	0	1
ماثر	0	1
محاسن	0	1
محامد	0	1
مزهو	0	1
مفاخر	0	1
مكارم	1	3
ممادح	0	1
مناقب	0	1
مباه	0	1
مباهاة	0	1
مباهرة	0	1
متبجح	0	1
متعاظم	0	1
متفاخر	0	1
متمدح	0	1
مفاخرة	0	1
مفتخر	0	1
مكاثرة	0	1
مكاثر	0	1
ممدحة	0	1
معتز	1	3
مقدار	0.411764706	2
فصيح اللسان	0	1
متفنن الحديث	0	1
زهد	1	3
طهارة	0	1
رجاحة	0	1
سلطان	0.070921986	1
اضمار	0	1
ابهاج	0	1
اعتاق من الاسر	0	1
اخاذ	1	3
باسر	0.666666667	2
مقطب	0	1
بدار	1	3
اسراع	0	1
تجاوز	0.467741935	2
براق	0.571428571	2
تجميل	0.196078431	1
تحلية	0.153846154	1
تزيين	0.25	2
تنميق	0	1
رايع	0.046933667	1
زخرفة	1	3
غض	1	3
مشرق الجبين	0	1
مطهم	1	3
مونق	0	1
ناضر	0	1
وضاح	0	1
مثال	0.302752294	2
زاهر	0.5	2
مطر خفيف	0	1
تخفيض	0.245454545	1
تنزيل	0.4875	2
تقليل	0.384615385	2
حثيث	0.25	2
خفض	0.304347826	2
دمث	0	1
رذاذ	0	1
سحابة	0	1
قليل الثقل	0	1
مطرة خفيفة	0	1
ندب	0.625	2
اهيف	0	1
رفيع	0.071428571	1
ضامر	0	1
مملوك	0	1
نحيل	1	3
ممشوق	0	1
اريحي	1	3
بشوش	0.156862745	1
جود	0.301196341	2
رخو	0.333333333	2
رقيق الحاشية	0	1
طلق	0.436507937	2
فياض	0	1
معطاء	0	1
وهوب	0.388888889	2
حدب	1	3
رحوم	0	1
رووف	0.5	2
رقيق القلب	0	1
بهش	1	3
مخصر	0	1
هضيم	0	1
اديب	0.25	2
شرفاء	0.285714286	2
منقى	0	1
منقح	0	1
مودب	0.6	2
مهذبون	1	3
اهداء	0.25	2
اهتمام بالاخرين	0	1
حفاوة	1	3
تودة	0	1
حلم	0.230088496	1
رزانة	1	3
وزانة	0	1
جهر	1	3
فاره	0.4	2
بزاغ	0	1
حذق	0	1
وزين	0.072072072	1
يقظ	0.545454545	2
طراءة	0	1
