Word/Phrase	Polarity Score(Normalized)	Polarity Score
اجبار	0.916666667	-3
اجبر	0.5	-2
اجبرتك	0	-1
اجبرك	0	-1
اجبرهم	0	-1
اجبن	0	-1
اجتاح	0	-1
اجتاحت	0	-1
اجتاحت	0	-1
اجتاحتها	0	-1
اجتاحها	0	-1
اجتث	0	-1
اجتثاث	0	-1
اجتغف	0	-1
اجتياح	0	-1
اجتياز الحدود	0	-1
اجج	0	-1
اجج	0	-1
اجحف	0	-1
اجدب	0	-1
اجدب	0	-1
اجراءات امنية	0	-1
اجراءات عقابية	0	-1
اجرام	0.705882353	-2
اجرامي	0.333333333	-2
اجرامي	0.333333333	-2
اجرامية	0.6	-2
اجرد	0	-1
اجرد	0	-1
اجش	0	-1
اجش	0	-1
اجعلهم عبره	0	-1
اجل	0.492753623	-2
اجل	0.492753623	-2
اجلائهم	0	-1
اجلد	0	-1
اجلي	0.5	-2
اجمالي	1	-3
اجمالي	1	-3
اجن	0.358695652	-2
اجن	0.358695652	-2
اجندات	0	-1
اجهاد	0	-1
اجهاض	0.875	-3
اجهاض	0.875	-3
اجهز	0.142857143	-1
اجهض	0	-1
اجهضت	0	-1
اجهل	0.5	-2
اجهل بني	0	-1
اجهل خلق الله	0	-1
اجهل واحد	0	-1
اجوف	1	-3
اجوف	1	-3
احادي القطب	0	-1
احالتهم	0	-1
احباط	0.6	-2
احباط	0.6	-2
احباط	0.6	-2
احباطا	0.5	-2
احباطا	0.5	-2
احبط	0	-1
احتال	1	-3
احتال على	0	-1
احتبس	0	-1
احتج	0.363636364	-2
احتج على	0	-1
احتجاج	0.9	-3
احتجاج	0.9	-3
احتجاجا	1	-3
احتجاجا	1	-3
احتجاجات	0.75	-3
احتجاجات	0.75	-3
احتجاجات واسعة	0	-1
احتجاجهم	0	-1
احتجاجيه	0	-1
احتجاز	1	-3
احتجاز	1	-3
احتجازه	0	-1
احتجازها	0	-1
احتجازهم	0	-1
احتجز	0	-1
احتجزت	0	-1
احتد	0	-1
احتدم غيظا	0	-1
احتدمت	0	-1
احتراق	0	-1
احتراق	0	-1
احتراقه	0	-1
احترس	1	-3
احترقت	0	-1
احترمت	0	-1
احتشاد	1	-3
احتضر	0	-1
احتقار	1	-3
احتقان	0	-1
احتقر	0	-1
احتقرك	0	-1
احتقن	0	-1
احتكار	0.875	-3
احتكاك	0.5	-2
احتكاك	0.5	-2
احتكاكات	0	-1
احتل	0.588235294	-2
احتلال	0.424242424	-2
احتلت	0	-1
احتمالات	0.888888889	-3
احتمالات الوفاة	0	-1
احتواء	0.222222222	-1
احتواوه	0	-1
احتيال	0.75	-3
احتيال	0.75	-3
احد طبعا	0	-1
احداث تشويش	0	-1
احذر	1	-3
احراج	0.714285714	-2
احراق	1	-3
احراق	1	-3
احراقها	0	-1
احرج	0.166666667	-1
احرز	0	-1
احرق	0.5	-2
احرقت	0	-1
احزن	0	-1
احقر	1	-3
احكام الاعدام	0	-1
احلف	1	-3
احماء	0	-1
احمرار	0	-1
احمق	0.666666667	-2
احمق	0.666666667	-2
احن	0.635416667	-2
احن	0.635416667	-2
احنق	0	-1
احوج	1	-3
احياء حلب الشرقية	0	-1
اخاف	0.333333333	-2
اختبارات الانبعاثات	0	-1
اختراق	0	-1
اختراقها	0	-1
اخترص	0	-1
اخترقت	0	-1
اختطاف	0	-1
اختطاف	0	-1
اختطافه	0	-1
اختطافها	0	-1
اختطف	0.666666667	-2
اختطفت	0	-1
اختطفتم	0	-1
اختطفته	0	-1
اختفاء	0.5	-2
اختفاء	0.5	-2
اختفايها	0	-1
اختفت	0.416666667	-2
اختفى	0.4	-2
اختل	0.390804598	-2
اختلاس	0	-1
اختلاس	0	-1
اختلاف	0.34939759	-2
اختلاف	0.34939759	-2
اختلالات	0	-1
اختلق	0	-1
اختناق	0	-1
اختنق	1	-3
اختنقوا	0	-1
اختيال	0	-1
اخذ	0.321856287	-2
اخذ	0.321856287	-2
اخراجه	0.4	-2
اخراجها	0.5	-2
اخراجهم	1	-3
اخرت	0.7	-2
اخرس	1	-3
اخرس	1	-3
اخرس	1	-3
اخرق	0	-1
اخرق	0	-1
اخزى	0	-1
اخزى	0	-1
اخساس	0	-1
اخسر	0	-1
اخسئ	0	-1
اخشي	0	-1
اخضاع	0	-1
اخضاع	0	-1
اخضاعها	0	-1
اخضاعهم	0	-1
اخضع	0	-1
اخطا	0.709677419	-2
اخطا باللفظ	0	-1
اخطا في الحساب او التقدير	0	-1
اخطا في الحكم	0	-1
اخطا في القراءة	0	-1
اخطاء	0.666666667	-2
اخطار	0	-1
اخطاؤ	0	-1
اخطاؤه	0	-1
اخطائ	1	-3
اخطر	0.666666667	-2
اخطر	0.666666667	-2
اخفاء	0.5	-2
اخفاء	0.5	-2
اخفاق	0.5	-2
اخفاق	0.5	-2
اخفاقات	0.5	-2
اخفق	0.25	-2
اخفق	0.25	-2
اخفقت	0	-1
اخفقت 	0	-1
اخفى	0.5	-2
اخلاء	0.875	-3
اخلاء	0.875	-3
اخلال	1	-3
اخلت	0	-1
اخلف	1	-3
اخلف وعده	0	-1
اخليت	0	-1
اخماد الحريق	0	-1
اخمادها	0	-1
اخمادها	0	-1
اخمدت	0	-1
اخن	0.184615385	-1
اخنع	0	-1
اخيرة	0.512396694	-2
ادان	0.533333333	-2
ادان	0.533333333	-2
ادانة	0.5	-2
ادانة	0.5	-2
ادانت	0	-1
ادانتها	0	-1
ادانتهم	0	-1
ادراج	0.636363636	-2
ادرجت	0	-1
ادعاء	0.444444444	-2
ادعاء	0.444444444	-2
ادعاءات	0	-1
ادعى	0.666666667	-2
ادعى	0.666666667	-2
ادغال	0	-1
ادمان	0.172413793	-1
ادمعت	0	-1
ادمنوا	0	-1
ادنى	0.694444444	-2
ادنى شك	0	-1
ادنى منزلة	0	-1
ادهش	0.333333333	-2
ادهش	0.333333333	-2
ادينوا	0	-1
اذعر	0	-1
اذعن	0	-1
اذعن	0	-1
اذكاء	0	-1
اذل	0.545454545	-2
اذلال	1	-3
اذناب	0.666666667	-2
اذناب	0.666666667	-2
اذى	1	-3
اذى	1	-3
اذي	0.291666667	-2
اذية	0.25	-2
اراجوز	0.6	-2
اراد	0.50862069	-2
اراع	0	-1
اراقة	0.666666667	-2
اراقة	0.666666667	-2
اراقة الدماء	0	-1
اربا	0.588235294	-2
ارباك	0	-1
اربك	1	-3
ارتباك	0.428571429	-2
ارتبط اسمه	0	-1
ارتبك	1	-3
ارتبكت 	0	-1
ارتجاج	0	-1
ارتدادي	0	-1
ارتدادية	0	-1
ارتدادية	0	-1
ارتطام	1	-3
ارتطامها	0	-1
ارتفاع	0.160714286	-1
ارتفاع الاسعار	0	-1
ارتفاع درجات الحرارة	0	-1
ارتفاع درجة الحرارة	0	-1
ارتفاع درجة حرارة الارض	0	-1
ارتفاع ضغط الدم	0	-1
ارتفاع منسوب المياه	0	-1
ارتفعت	0.8	-3
ارتكاب	0.25	-2
ارتكاب جرائم	0	-1
ارتكبته	0.5	-2
ارتكبوه	0	-1
ارجات	0	-1
ارحل	1	-3
ارحم	0.555555556	-2
ارحمنا	1	-3
ارداء	0	-1
ارذل	1	-3
ارسالهم	0.666666667	-2
ارعب	0	-1
ارعن	0	-1
ارعن	0	-1
ارغم	0	-1
ارغم	0	-1
ارفض	0.714285714	-2
ارهاب	0.670886076	-2
ارهاب	0.670886076	-2
ارهابي	0.636363636	-2
ارهابي	0.636363636	-2
ارهابيا	0	-1
ارهابية	0.740740741	-2
ارهابيين	0.333333333	-2
ارهاق	0.428571429	-2
ارهاق	0.428571429	-2
ارهب	0	-1
ارهب	0	-1
ارهقتني	0	-1
اريقت	1	-3
ازاح	0.333333333	-2
ازاح	0.333333333	-2
ازالة	0.333333333	-2
ازدادت	0.4	-2
ازدراء	0.166666667	-1
ازدرائي	0	-1
ازدرى	0	-1
ازدياد	0.5	-2
ازعاج	0.427419355	-2
ازعج	0.727272727	-2
ازعج	0.727272727	-2
ازعجت	0.6	-2
ازمات	0.75	-3
ازمات	0.75	-3
ازمة	0.476635514	-2
ازمة	0.476635514	-2
ازمة اقتصادية	0	-1
ازمة انسانية	0	-1
ازمة سياسية	0	-1
ازمة مالية	0	-1
ازمه	0.6875	-2
ازهق	1	-3
ازيز	0	-1
ازيلت	0	-1
اساء	0.5	-2
اساء	0.5	-2
اساء التصرف	0	-1
اساء التفسير	0	-1
اساء الفهم	0	-1
اساءاته	0	-1
اساءة	0	-1
اساءة	0	-1
اساءة	0	-1
اساءة استخدام	0	-1
اساءه	0	-1
اسام	0.6	-2
اسام	0.6	-2
اسائت 	0	-1
استاء	1	-3
استاصل	0	-1
استبد	0.65625	-2
استبداد	0.714285714	-2
استبدادي	0	-1
استبدادية	0	-1
استبشع	0	-1
استبعاد	1	-3
استبعاد	1	-3
استبعاده	0	-1
استبعد	1	-3
استبعدت	0	-1
استثنايية	0.285714286	-2
استجواب	0.142857143	-1
استجوابها	0	-1
استجوابهم	0	-1
استحقر	0	-1
استحل	0	-1
استحواذ	0.8	-3
استحواذي	0	-1
استحوذت	0	-1
استخدامها	0.176470588	-1
استخرج	0	-1
استخف	0.666666667	-2
استخف به	0	-1
استخفاف	1	-3
استخفافا	0	-1
استدعاء	0.75	-3
استدعى تدخل	0	-1
استذل	0	-1
استسخر	0	-1
استسلام	0.25	-2
استسلام	0.25	-2
استسلم	1	-3
استشاط	0	-1
استشاط غضبا	0	-1
استشرى	0	-1
استشرى	0	-1
استشنع	0	-1
استشهاد	0.5	-2
استشهاده	0	-1
استشهد	0.333333333	-2
استشهدوا	0	-1
استصعاب	0	-1
استصغر	0	-1
استضعف	0	-1
استطاع	0.263157895	-2
استعانة	0.5	-2
استعباد	0	-1
استعبد	0	-1
استعراض العضلات	0	-1
استعمار	1	-3
استغل	0.7	-2
استغلال	0.736842105	-2
استغلالي	1	-3
استغلت	0.5	-2
استغلوا	0	-1
استغلوا	0	-1
استغنت	0	-1
استغوى	0	-1
استفادت	0.333333333	-2
استفحال	0	-1
استفحال	0	-1
استفحال	0	-1
استفحل	0	-1
استفد	0.423076923	-2
استفز	0.933333333	-3
استفز	0.933333333	-3
استفزاز	1	-3
استفزازي	1	-3
استفزازيا	0	-1
استفزازيه	0	-1
استفزتني	1	-3
استفزني	0.833333333	-3
استفظع	0	-1
استقال	0.875	-3
استقال	0.875	-3
استقبح	0	-1
استقدامهم	0	-1
استكان	0	-1
استكره	0	-1
استكملت	0	-1
استل	0.402777778	-2
استلاب	0	-1
استمالة	0.5	-2
استمهن	0	-1
استند اليها	0	-1
استنزاف	0.666666667	-2
استنفار	1	-3
استنكار	1	-3
استنكارات	0	-1
استنكارهم	0	-1
استنكر	1	-3
استنكرت	1	-3
استهان	1	-3
استهانه	0	-1
استهتار	0.833333333	-3
استهتر	0	-1
استهجن	0.5	-2
استهداف	0.2	-1
استهداف	0.2	-1
استهدافه	0	-1
استهدافها	0	-1
استهدف	0	-1
استهدفت	0	-1
استهدفتها	0	-1
استهزا	1	-3
استهزا	1	-3
استهزاء	1	-3
استوجب	0	-1
استولت عليها	0	-1
استونفت	0	-1
استياء	0.5	-2
استياء	0.5	-2
استياس	0	-1
استيرادها	0	-1
استيصال	0	-1
استيلاء	0.166666667	-1
استيلاء	0.166666667	-1
استيناف	1	-3
اسحق	1	-3
اسخان	0	-1
اسخط	0	-1
اسخط	0	-1
اسر	0.406926407	-2
اسر	0.406926407	-2
اسراف	0.333333333	-2
اسراييلي	0.6	-2
اسرت	0.19047619	-1
اسرى	0.166666667	-1
اسس طائفية	0	-1
اسعار الفايدة	0	-1
اسعاف	0.666666667	-2
اسف	0.755593804	-3
اسف	0.755593804	-3
اسفاف	1	-3
اسفي	1	-3
اسقاط	0.75862069	-3
اسقاط	0.75862069	-3
اسقاط نظام	0	-1
اسقط	0.6	-2
اسقطت	0.5	-2
اسقطه	1	-3
اسكات	0	-1
اسكات	0	-1
اسكت	0.75	-3
اسكت	0.75	-3
اسلامي	0.142857143	-1
اسلامية	0.244444444	-1
اسلاميين	0.666666667	-2
اسلحة ومتفجرات	0	-1
اسن	0.4	-2
اسن	0.4	-2
اسهال	1	-3
اسوء	0.946153846	-3
اسوا	0.767527675	-3
اسوا	0.767527675	-3
اسوا	0.767527675	-3
اسوا ازمة	0	-1
اسوا كارثة	0	-1
اسى	0.62962963	-2
اسى	0.62962963	-2
اسى	0.62962963	-2
اسين	0.541666667	-2
اشادت	0	-1
اشاع	0.5	-2
اشاعة	0.75	-3
اشاعة	0.75	-3
اشاهدها	0	-1
اشباح	0.666666667	-2
اشباع	0.4	-2
اشباه رجال	0	-1
اشتباك	0.5	-2
اشتباكات	0.5	-2
اشتباكات مسلحة	0	-1
اشتباه	0	-1
اشتبكوا مع	0	-1
اشتبه	0	-1
اشتدت	0	-1
اشترت	0.666666667	-2
اشترطت	1	-3
اشتعال	0	-1
اشتعال	0	-1
اشتعال النار	0	-1
اشتعال النيران	0	-1
اشتعال النيران	0	-1
اشتعالا	0	-1
اشتعلت	1	-3
اشتعلت النيران	0	-1
اشتغال	1	-3
اشتكت	0	-1
اشتكوا	0	-1
اشتكى	0	-1
اشتكى	0	-1
اشتكي	0.882352941	-3
اشجى	0	-1
اشد خطرا	0	-1
اشراك	1	-3
اشرك	0	-1
اشرك	0	-1
اشعال	0.428571429	-2
اشعل	0	-1
اشعلت	0	-1
اشكالات	0	-1
اشكاليات	1	-3
اشكالية	1	-3
اشلاء	1	-3
اشلاء	1	-3
اشماز	0	-1
اشمئزاز	0	-1
اشمئزازي	0	-1
اصاب	0.391304348	-2
اصاب	0.391304348	-2
اصاب بالغثيان	0	-1
اصابات	0.166666667	-1
اصابات خطيرة	0	-1
اصابة	0.611111111	-2
اصابة	0.611111111	-2
اصابة	0.611111111	-2
اصابت	0.416666667	-2
اصابته	0.25	-2
اصابته	0.25	-2
اصابته برصاصة	0	-1
اصابه	0.5	-2
اصاة	0	-1
اصحاب المصالح	0	-1
اصدم	0	-1
اصرت	0.5	-2
اصطاد	0	-1
اصطدام	0.2	-1
اصطدام	0.2	-1
اصطدامه	0	-1
اصطدامها	0	-1
اصطدم	0.75	-3
اصطناع	1	-3
اصطنع	0	-1
اصطياد	0.5	-2
اصعب	0.407407407	-2
اصغر من الحجم العادي	0	-1
اصم	1	-3
اصمت	0	-1
اصمت	0	-1
اصنام	0	-1
اصيب	0.5	-2
اصيب	0.5	-2
اصيب بجروح	0	-1
اصيب بجروح خطيرة	0	-1
اصيبت	0.6	-2
اصيبوا	0.5	-2
اضاع	0.571428571	-2
اضاع	0.571428571	-2
اضجر	0	-1
اضحوكة	0.333333333	-2
اضر	0.484848485	-2
اضر	0.484848485	-2
اضراب	1	-3
اضرابات	0	-1
اضرب	0.642857143	-2
اضرت	0	-1
اضطر	0.775862069	-3
اضطراب	0.5	-2
اضطرابات	0.4	-2
اضطراري	0.5	-2
اضطرت	0	-1
اضطرت	0	-1
اضطررنا	1	-3
اضطروا	0	-1
اضطهاد	0.4	-2
اضطهاد	0.4	-2
اضطهد	0	-1
اضعاف	0.727272727	-2
اضعف	1	-3
اضعف	1	-3
اضعفت	0	-1
اضل	0.363636364	-2
اضمحلال	0	-1
اضيق	1	-3
اطاح	1	-3
اطاح	1	-3
اطاحة	0.5	-2
اطاحت	1	-3
اطاحوا	0	-1
اطباء	0.064516129	-1
اطرافا	0	-1
اطرد	1	-3
اطفاء	0.666666667	-2
اطفاء	0.666666667	-2
اطلاق العنان	0	-1
اطلاق النار	0	-1
اطلاق سراح	0	-1
اطلاق سراحهم	0	-1
اطلاق نار	0	-1
اطلال	0.142857143	-1
اطلال	0.142857143	-1
اطلق النار	0	-1
اطلق سراحه	0	-1
اطلق مسلحون النار	0	-1
اطلق مسلحون مجهولون النار	0	-1
اطلقت	0.714285714	-2
اطماع	0.4	-2
اطيح	0	-1
اعاتب 	0	-1
اعاتبك	0	-1
اعاتبكم	0	-1
اعادت	0.619047619	-2
اعاصير	0	-1
اعاصير	0	-1
اعاق	0	-1
اعاق	0	-1
اعاقة	1	-3
اعاقة	1	-3
اعاقة	1	-3
اعاقت	0	-1
اعباء	0	-1
اعتباط	0	-1
اعتباطي	0	-1
اعتبر	0.208333333	-1
اعتداء	0.962962963	-3
اعتداء	0.962962963	-3
اعتداء	0.962962963	-3
اعتداء ارهابي	0	-1
اعتداء انتحاري	0	-1
اعتداءات	1	-3
اعتدالا	0	-1
اعتدى	1	-3
اعتدي	0	-1
اعتذار	0.619047619	-2
اعتراض	0.5	-2
اعتراضا	0.5	-2
اعتراضات	0	-1
اعترافه	0	-1
اعترض	0.9	-3
اعترض على	0	-1
اعترف	0.6	-2
اعترف	0.6	-2
اعترفا	0	-1
اعترفت	1	-3
اعترى	0	-1
اعتزل	0	-1
اعتصام	0.9	-3
اعتصامات	1	-3
اعتصم	1	-3
اعتصمت	0	-1
اعتقال	0.75	-3
اعتقال	0.75	-3
اعتقال	0.75	-3
اعتقالات	0.8	-3
اعتقاله	0	-1
اعتقالها	0	-1
اعتقالهم	0	-1
اعتقد	0.452586207	-2
اعتقل	0.5	-2
اعتقل	0.5	-2
اعتقلت	0	-1
اعتقلت قوات الاحتلال	0	-1
اعتلاء	1	-3
اعتماد	0.361702128	-2
اعتياص	0	-1
اعداء	0.387096774	-2
اعداء النجاح	0	-1
اعدام	0.633333333	-2
اعدام	0.633333333	-2
اعدام جماعية	0	-1
اعدامات	0	-1
اعدامه	0.666666667	-2
اعدم	0	-1
اعدم	0	-1
اعدمت	0	-1
اعدموا	0	-1
اعذار	0	-1
اعراض	0.857142857	-3
اعراض	0.857142857	-3
اعراض الاصابة	0	-1
اعراض المرض	0	-1
اعراض جانبية	0	-1
اعرج	0	-1
اعرج	0	-1
اعصابه	0	-1
اعصار	0	-1
اعصار كاترينا	0	-1
اعصار ماثيو	0	-1
اعطاب	0	-1
اعطب	0	-1
اعطى اهمية كبيرة	0	-1
اعفاء	1	-3
اعفى	0	-1
اعقد	0.375	-2
اعلمت	0	-1
اعلن مسووليته عن	0	-1
اعلى	0.377952756	-2
اعلى الثقيلة	0	-1
اعمال الشغب	0	-1
اعمال العنف	0	-1
اعمال شغب	0	-1
اعمال عنف	0	-1
اعمى	0.25	-2
اعمى	0.25	-2
اعمي	0.666666667	-2
اعوذ بالله 	0	-1
اعوز	0	-1
اعيرة	0	-1
اغار	0	-1
اغاظ	0	-1
اغاظة	0	-1
اغاظة	0	-1
اغباء	0	-1
اغبى	1	-3
اغبي	1	-3
اغبياء	0.75	-3
اغتاظ	0	-1
اغتاظ	0	-1
اغتال	0.333333333	-2
اغتصا	0.375	-2
اغتصاب	0.444444444	-2
اغتصاب	0.444444444	-2
اغتصابها	0	-1
اغتصب	0.6	-2
اغتصب سلطة	0	-1
اغتصبها	1	-3
اغتم	0	-1
اغتم	0	-1
اغتيال	0.555555556	-2
اغتيال	0.555555556	-2
اغتيل	1	-3
اغراء	0.25	-2
اغرب	0.533333333	-2
اغرقت	1	-3
اغرقت	1	-3
اغرى	1	-3
اغرى	1	-3
اغرى	1	-3
اغضاب	1	-3
اغضب	0	-1
اغضب	0	-1
اغفال	0.375	-2
اغلاق	0.804347826	-3
اغلق	0.916666667	-3
اغماء	0	-1
اغماء	0	-1
اغمي	0	-1
اغوى	0	-1
اغوى	0	-1
افتات	0.75	-3
افتراء	1	-3
افترائي	0	-1
افترى	0	-1
افتعال	0.333333333	-2
افتعل	0	-1
افتقد	0.2	-1
افحش	1	-3
افحم	0	-1
افحم	0	-1
افراط في التصغير	0	-1
افراغ	1	-3
افراغها	0	-1
افرج عنه	0	-1
افزع	0	-1
افساد	0	-1
افساد	0	-1
افسد	0.615384615	-2
افسد بينهم	0	-1
افسدت	0.25	-2
افشال	0	-1
افشال	0	-1
افشل	0.947368421	-3
افشلت	0	-1
افشى من غير تفكير	0	-1
افطس	0	-1
افعى سامة	0	-1
افقد	0.428571429	-2
افقدته	1	-3
افقر	0	-1
افقرت	1	-3
افك	0.452380952	-2
افك	0.452380952	-2
افلاس	1	-3
افلت	0	-1
افلت	0	-1
افلس	0.5	-2
افناء	0	-1
اقال	0.411764706	-2
اقال	0.411764706	-2
اقاله	0	-1
اقام دعوة	0	-1
اقامة دولة فلسطينية	0	-1
اقامة دولة فلسطينية مستقلة	0	-1
اقامت	0.4	-2
اقبح	0	-1
اقبح	0	-1
اقتتال	1	-3
اقتحام	0.545454545	-2
اقتحام	0.545454545	-2
اقتحام	0.545454545	-2
اقتحامي	0	-1
اقتحم	0	-1
اقتحمت	0	-1
اقتحمت	0	-1
اقترفته	1	-3
اقترن	0	-1
اقتص	0.347826087	-2
اقتلاع	0	-1
اقتلع	0	-1
اقتلعت	0	-1
اقذر	0.666666667	-2
اقسى	0	-1
اقسى	0	-1
اقصاء	0.5	-2
اقصاء	0.5	-2
اقصايه	0	-1
اقصت	0	-1
اقصر	0.5	-2
اقل بكثير	0	-1
اقل شهرة	0	-1
اقل عرضة	0	-1
اقل من عادي	0	-1
اقلق	0.333333333	-2
اقلق	0.333333333	-2
اقمع	0	-1
اقهرك	0	-1
اقيل	0.75	-3
اقيل	0.75	-3
اكاذيب	0.9	-3
اكبر من المعتاد	0	-1
اكتراث	0.666666667	-2
اكتساح	0	-1
اكتسح	0	-1
اكتسحت	0	-1
اكتظاظا	0	-1
اكتملت	0.333333333	-2
اكتئاب	0.5	-2
اكثر اخافة	0	-1
اكثر تكلفة	0	-1
اكثر صعوبة	0	-1
اكثر عرضة	0	-1
اكثر عرضة للاصابة	0	-1
اكثر من لفقت	0	-1
اكدى	0	-1
اكذب	0	-1
اكذوبة	1	-3
اكذوبه	0	-1
اكراه	0	-1
اكره	0.636363636	-2
اكفر	0	-1
اكفهر	0	-1
اكل لحم البشر	0	-1
الابادة	0	-1
الابادة	0	-1
الابادة الجماعية	0	-1
الابتزاز	1	-3
الابتزاز	1	-3
الابر	0.444444444	-2
الابطاء	0	-1
الابله	0.5	-2
الاتجار بالبشر	0	-1
الاتفاق النووي الايراني	0	-1
الاتهامات	1	-3
الاتهامات	1	-3
الاثم	0	-1
الاثمة	0	-1
الاثمة	0	-1
الاجراءات	0.538461538	-2
الاجرام	0.384615385	-2
الاجرامي	0.571428571	-2
الاجرامية	0.6	-2
الاجرامية	0.6	-2
الاجسام المضادة	0	-1
الاجهاد	0	-1
الاحادية	0	-1
الاحباط	0.666666667	-2
الاحباط	0.666666667	-2
الاحتباس الحراري	0	-1
الاحتباس الحراري	0	-1
الاحتجاج	1	-3
الاحتجاجات	1	-3
الاحتجاجات	1	-3
الاحتجاجات الشعبية	0	-1
الاحتجاز	0	-1
الاحتجاز	0	-1
الاحتراب	0	-1
الاحترار	0	-1
الاحتفالات	0.136363636	-1
الاحتقار	0	-1
الاحتقان	0	-1
الاحتقان	0	-1
الاحتكاكات	0	-1
الاحتلال	0.368421053	-2
الاحتلال الاسراييلي	0	-1
الاحتلال والاستيطان	0	-1
الاحتيال	0.7	-2
الاحتيال	0.7	-2
الاحجار	0	-1
الاحداث	0.393939394	-2
الاحداث الدامية	0	-1
الاحداث الماساوية	0	-1
الاحزاب	0.8	-3
الاحزاب السياسية	0	-1
الاحقاد	0	-1
الاحكام	0	-1
الاخاديد	0	-1
الاختراق	0	-1
الاختراقات	0	-1
الاختطاف	0	-1
الاختلاف	0.611111111	-2
الاختلاف	0.611111111	-2
الاختلافات	0.5	-2
الاختلافات	0.5	-2
الاختلالات	0	-1
الاختلالات	0	-1
الاخشاب	0	-1
الاخطاء	0.6875	-2
الاخطاء	0.6875	-2
الاخطار	1	-3
الاخطار	1	-3
الاخطارات	0	-1
الاخطر	0	-1
الاخطر	0	-1
الاخفاقات	1	-3
الاخلال	1	-3
الادارية	0	-1
الادانات	0	-1
الادانة	0	-1
الادعاءات	0	-1
الادعاءات	0	-1
الادمان	0.294117647	-2
الادوية	0.333333333	-2
الاذعان	0	-1
الاذلال	1	-3
الاذلال الذاتي	0	-1
الاذى	1	-3
الاذى	1	-3
الارتباك	0.6	-2
الارتفاع	0	-1
الارتفاع الكبير	0	-1
الارتفاع الملحوظ	0	-1
الارتياح	0.75	-3
الارق	0.833333333	-3
الارق	0.833333333	-3
الارهاب	0.527027027	-2
الارهاب	0.527027027	-2
الارهاب التكفيري	0	-1
الارهاب والتطرف	0	-1
الارهاب والتطرف	0	-1
الارهابي	0.382352941	-2
الارهابي الجبان	0	-1
الارهابية	0.5	-2
الارهابيون	0.2	-1
الارهابيين	0.25	-2
الارهاق	0.4	-2
الارهاق	0.4	-2
الازمات	0.888888889	-3
الازمات	0.888888889	-3
الازمة	0.6	-2
الازمة الاقتصادية	0	-1
الازمة المالية	0	-1
الازمة وتداعياتها	0	-1
الاساءة	0	-1
الاستباقية	0	-1
الاستبداد	0.6	-2
الاستبداد	0.6	-2
الاستبدادية	0	-1
الاستجواب	0	-1
الاستحواذ	0	-1
الاستخفاف	1	-3
الاسترخاء	0.034482759	-1
الاسترداد	0	-1
الاستروجين	0	-1
الاستسلام	0.5	-2
الاستشارة	0.333333333	-2
